open_time,datetime,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1753963200000,2025-07-31 12:00:00,118371.25000000,118702.10000000,117807.35000000,118306.18000000,3457.28095000,1753977599999,408607161.84151310,436764,1809.57930000,213890978.32444580
1753977600000,2025-07-31 16:00:00,118306.18000000,118879.14000000,116763.43000000,116785.79000000,4228.22018000,1753991999999,497971783.61370450,468442,2111.35785000,248807747.26664130
1753992000000,2025-07-31 20:00:00,116785.78000000,116990.04000000,115500.00000000,115764.08000000,3818.75920000,1754006399999,444054521.29653970,421445,1676.39882000,195009469.31734890
1754006400000,2025-08-01 00:00:00,115764.07000000,116052.00000000,114313.13000000,115648.03000000,5440.32571000,1754020799999,627188117.32296190,650051,2522.97319000,290948735.01040860
1754020800000,2025-08-01 04:00:00,115648.03000000,115916.43000000,114633.18000000,115081.77000000,2952.50734000,1754035199999,340199535.79870660,411115,1345.40877000,154984984.83842860
1754035200000,2025-08-01 08:00:00,115081.76000000,115340.00000000,114116.00000000,115305.65000000,3338.52917000,1754049599999,383326052.96004840,463102,1553.96108000,178459723.08960990
1754049600000,2025-08-01 12:00:00,115305.64000000,116019.30000000,113988.47000000,115357.82000000,5325.96286000,1754063999999,613558143.14864540,1084066,2524.83820000,291034014.42167780
1754064000000,2025-08-01 16:00:00,115357.82000000,115695.52000000,113221.93000000,113328.68000000,4135.47502000,1754078399999,472437940.42125180,924319,1966.15620000,224637144.46577310
1754078400000,2025-08-01 20:00:00,113328.67000000,114094.08000000,112722.58000000,113297.93000000,3294.30196000,1754092799999,373558787.49975580,628176,1573.88376000,178528816.23535680
1754092800000,2025-08-02 00:00:00,113297.92000000,113921.94000000,113198.63000000,113909.86000000,1422.97261000,1754107199999,161699096.20081790,346530,710.60713000,80745020.26571740
1754107200000,2025-08-02 04:00:00,113909.87000000,114063.49000000,113469.43000000,113982.49000000,1674.39001000,1754121599999,190562803.04439680,227553,838.67346000,95432539.11819060
1754121600000,2025-08-02 08:00:00,113982.49000000,114040.29000000,113425.58000000,113787.12000000,1135.36227000,1754135999999,129100147.29776490,222031,456.36308000,51889678.52989690
1754136000000,2025-08-02 12:00:00,113787.11000000,113787.12000000,112802.31000000,112840.71000000,1922.72871000,1754150399999,217838216.01231600,320277,761.89323000,86333566.24300680
1754150400000,2025-08-02 16:00:00,112840.70000000,113420.00000000,112003.00000000,112229.42000000,3414.70659000,1754164799999,384611629.97070750,639368,1372.46140000,154627663.10634820
1754164800000,2025-08-02 20:00:00,112229.42000000,113058.82000000,112069.86000000,112546.35000000,1937.17409000,1754179199999,218070844.80071890,409955,920.01005000,103557915.80857140
1754179200000,2025-08-03 00:00:00,112546.35000000,113740.69000000,111920.00000000,113604.20000000,2106.54410000,1754193599999,237947445.47649270,418118,954.66072000,107943735.79204510
1754193600000,2025-08-03 04:00:00,113604.20000000,113720.16000000,113341.06000000,113700.00000000,764.27697000,1754207999999,86778251.94677570,130998,368.11441000,41801748.61287170
1754208000000,2025-08-03 08:00:00,113700.00000000,114260.31000000,113551.00000000,113862.18000000,1260.20877000,1754222399999,143489089.11397830,156276,725.50976000,82603501.58516330
1754222400000,2025-08-03 12:00:00,113862.19000000,114098.45000000,113579.69000000,113959.06000000,1131.56686000,1754236799999,128830422.64836460,251886,558.89691000,63627834.54520130
1754236800000,2025-08-03 16:00:00,113959.06000000,114799.97000000,113775.55000000,114313.19000000,1254.96509000,1754251199999,143410319.15863650,246789,702.85838000,80315428.02462050
1754251200000,2025-08-03 20:00:00,114313.19000000,114612.24000000,114066.56000000,114208.80000000,880.19867000,1754265599999,100634505.81000630,215214,428.14313000,48953972.73562850
1754265600000,2025-08-04 00:00:00,114208.81000000,115000.00000000,114107.60000000,114570.61000000,1525.00586000,1754279999999,174778603.67585500,304162,749.69907000,85930718.27213140
1754280000000,2025-08-04 04:00:00,114570.61000000,114778.50000000,114148.58000000,114652.97000000,1221.27307000,1754294399999,139739546.26412080,197361,526.28258000,60226436.98126630
1754294400000,2025-08-04 08:00:00,114652.98000000,114750.00000000,114217.97000000,114493.09000000,1188.64494000,1754308799999,136090921.96312800,247694,515.96378000,59076360.92978970
1754308800000,2025-08-04 12:00:00,114493.09000000,115466.00000000,114121.00000000,114826.00000000,2885.46126000,1754323199999,331541729.67811560,530974,1497.28882000,172049625.15537430
1754323200000,2025-08-04 16:00:00,114826.01000000,115720.00000000,114732.65000000,114777.62000000,1843.11618000,1754337599999,212273932.32412840,412414,942.51512000,108540416.74690340
1754337600000,2025-08-04 20:00:00,114777.62000000,115340.00000000,114616.33000000,115055.03000000,1004.17785000,1754351999999,115514140.15762300,261625,483.54414000,55619716.72390960
1754352000000,2025-08-05 00:00:00,115055.03000000,115127.81000000,114256.85000000,114256.85000000,1398.92395000,1754366399999,160455069.04299710,287638,652.16816000,74827506.76525640
1754366400000,2025-08-05 04:00:00,114256.85000000,114500.66000000,113725.72000000,113969.70000000,2125.54323000,1754380799999,242804599.54892070,261124,882.25638000,100789177.32516810
1754380800000,2025-08-05 08:00:00,113969.70000000,115096.73000000,113928.87000000,114827.07000000,1593.56232000,1754395199999,182617724.54586360,317175,877.52425000,100547792.88685630
1754395200000,2025-08-05 12:00:00,114827.07000000,114893.13000000,112650.00000000,112934.00000000,4590.46840000,1754409599999,520992544.53318060,1006379,2107.07878000,239124723.51650150
1754409600000,2025-08-05 16:00:00,112934.00000000,113763.27000000,112815.68000000,113616.52000000,1434.52074000,1754423999999,162586192.65822270,478510,673.47754000,76323722.19165300
1754424000000,2025-08-05 20:00:00,113616.51000000,114228.88000000,113304.00000000,114129.75000000,899.77214000,1754438399999,102405616.81743190,230226,430.16243000,48957851.41563310
1754438400000,2025-08-06 00:00:00,114129.75000000,114139.38000000,113400.00000000,113509.97000000,1061.53764000,1754452799999,120724616.06978040,286080,408.49037000,46459434.27880910
1754452800000,2025-08-06 04:00:00,113509.98000000,114417.02000000,113355.13000000,114227.91000000,1437.03071000,1754467199999,163790419.89220040,302903,717.83329000,81849402.02118460
1754467200000,2025-08-06 08:00:00,114227.90000000,114404.23000000,113727.57000000,114226.69000000,1280.29764000,1754481599999,146061959.12462190,269803,657.13818000,74963935.36910360
1754481600000,2025-08-06 12:00:00,114226.68000000,115515.09000000,113579.90000000,115413.87000000,3509.68013000,1754495999999,402461313.76963260,704802,1966.03693000,225500696.20519320
1754496000000,2025-08-06 16:00:00,115413.87000000,115716.00000000,114942.18000000,115259.99000000,1727.95909000,1754510399999,199297200.14588150,308639,796.77912000,91906515.33393940
1754510400000,2025-08-06 20:00:00,115260.00000000,115260.00000000,114793.01000000,114992.27000000,744.64797000,1754524799999,85693223.85680160,154273,325.96959000,37513224.46884210
1754524800000,2025-08-07 00:00:00,114992.27000000,115185.58000000,114404.22000000,114546.03000000,1192.91433000,1754539199999,136893563.39058050,198112,576.15563000,66121446.95062500
1754539200000,2025-08-07 04:00:00,114546.03000000,114876.79000000,114259.00000000,114787.99000000,1290.96115000,1754553599999,147895974.17281160,209354,642.22974000,73587812.71544700
1754553600000,2025-08-07 08:00:00,114787.99000000,116828.93000000,114787.98000000,116519.53000000,3698.10885000,1754567999999,428983588.28952740,492704,2172.12244000,251905570.66366380
1754568000000,2025-08-07 12:00:00,116519.54000000,116791.11000000,116035.84000000,116689.81000000,2746.73177000,1754582399999,319832114.29082850,546103,1392.81119000,162191741.76677130
1754582400000,2025-08-07 16:00:00,116689.80000000,117520.00000000,115632.31000000,117461.98000000,2735.62556000,1754596799999,319105083.73857840,558042,1355.20075000,158156893.97553170
1754596800000,2025-08-07 20:00:00,117461.99000000,117621.00000000,117012.00000000,117472.01000000,1804.22097000,1754611199999,211743973.95460060,310356,870.21778000,102125404.37259320
1754611200000,2025-08-08 00:00:00,117472.02000000,117630.00000000,116694.28000000,116737.35000000,2393.91974000,1754625599999,280094573.21877490,511625,1027.18014000,120182644.98185050
1754625600000,2025-08-08 04:00:00,116737.34000000,116973.30000000,116401.00000000,116817.19000000,1456.27491000,1754639999999,169950858.20349400,224401,651.58146000,76032292.33163510
1754640000000,2025-08-08 08:00:00,116817.20000000,116914.60000000,116317.08000000,116891.51000000,1108.98011000,1754654399999,129319112.12395610,268792,500.07248000,58317543.84967950
1754654400000,2025-08-08 12:00:00,116891.51000000,117271.73000000,115878.71000000,116207.69000000,2540.81848000,1754668799999,296106840.90685470,544209,1165.72876000,135864534.51828190
1754668800000,2025-08-08 16:00:00,116207.70000000,116900.00000000,116006.14000000,116453.41000000,1690.79713000,1754683199999,196921937.46157410,394422,897.94096000,104583069.38222230
1754683200000,2025-08-08 20:00:00,116453.41000000,116980.00000000,116319.06000000,116674.74000000,854.52241000,1754697599999,99806456.80960090,151855,342.40194000,39990513.40508090
1754697600000,2025-08-09 00:00:00,116674.74000000,116750.00000000,116299.13000000,116384.01000000,971.89236000,1754711999999,113203432.96729540,135431,363.74375000,42373446.36462610
1754712000000,2025-08-09 04:00:00,116384.01000000,116980.00000000,116339.45000000,116756.01000000,2021.01259000,1754726399999,235841895.56564860,278492,1064.09266000,124184023.88844800
1754726400000,2025-08-09 08:00:00,116756.00000000,117944.05000000,116756.00000000,117110.00000000,2353.37140000,1754740799999,276230205.14161790,354468,1301.13377000,152715702.36481770
1754740800000,2025-08-09 12:00:00,117110.00000000,117238.04000000,116700.01000000,116892.47000000,1382.66437000,1754755199999,161718872.45679210,247175,725.15110000,84820284.11578380
1754755200000,2025-08-09 16:00:00,116892.48000000,116947.16000000,116500.00000000,116535.69000000,1202.78039000,1754769599999,140321045.55335640,167656,648.16143000,75620589.85457250
1754769600000,2025-08-09 20:00:00,116535.68000000,117021.16000000,116359.89000000,116462.25000000,1582.41033000,1754783999999,184522150.01766180,207729,767.57145000,89514254.52874650
1754784000000,2025-08-10 00:00:00,116462.25000000,118500.00000000,116460.63000000,118500.00000000,3892.68324000,1754798399999,458141314.95796170,470884,2375.20894000,279581483.76813730
1754798400000,2025-08-10 04:00:00,118500.00000000,118741.77000000,117466.34000000,117808.30000000,2444.08380000,1754812799999,288972231.84477770,431454,1147.37239000,135694183.56681510
1754812800000,2025-08-10 08:00:00,117808.29000000,118500.00000000,117608.01000000,118330.58000000,1506.32503000,1754827199999,178057964.90205020,346119,810.23724000,95770671.91276980
1754827200000,2025-08-10 12:00:00,118330.58000000,119113.94000000,118232.00000000,118815.00000000,2809.22760000,1754841599999,333423155.38639830,437945,1512.40831000,179523977.42781020
1754841600000,2025-08-10 16:00:00,118815.00000000,118944.24000000,118433.80000000,118663.08000000,995.85812000,1754855999999,118153752.24991770,213690,508.95628000,60381942.81299010
1754856000000,2025-08-10 20:00:00,118663.09000000,119311.11000000,118074.99000000,119294.01000000,2674.59294000,1754870399999,317450328.53076520,416973,1669.25197000,198130214.23279950
1754870400000,2025-08-11 00:00:00,119294.27000000,122164.07000000,118972.59000000,121728.99000000,7626.19257000,1754884799999,921251175.81507960,1013671,4168.58541000,503187520.39857680
1754884800000,2025-08-11 04:00:00,121729.00000000,122335.16000000,121466.08000000,121537.15000000,4279.88790000,1754899199999,521892702.93019280,571340,1995.64419000,243413431.60808960
1754899200000,2025-08-11 08:00:00,121537.14000000,121823.00000000,120286.40000000,120561.54000000,4216.26732000,1754913599999,510604967.33673560,566188,2009.30795000,243363090.73219670
1754913600000,2025-08-11 12:00:00,120561.53000000,120667.54000000,119382.91000000,120314.40000000,5236.26223000,1754927999999,628472627.86360910,907593,2755.26055000,330700606.76292750
1754928000000,2025-08-11 16:00:00,120314.40000000,120794.05000000,118604.17000000,119089.30000000,2812.92272000,1754942399999,336787744.58204000,546834,1178.39313000,141139661.18345410
1754942400000,2025-08-11 20:00:00,119089.30000000,119172.63000000,118050.11000000,118686.00000000,2322.80155000,1754956799999,275602312.01341220,416117,1136.23823000,134836150.95783210
1754956800000,2025-08-12 00:00:00,118686.00000000,119275.46000000,118593.39000000,118857.70000000,1894.63528000,1754971199999,225356508.46322640,299409,991.91785000,117983741.14562760
1754971200000,2025-08-12 04:00:00,118857.70000000,119158.06000000,118424.86000000,118986.72000000,3135.38397000,1754985599999,372768949.64902420,286057,1943.73871000,231145984.33742430
1754985600000,2025-08-12 08:00:00,118986.73000000,119058.43000000,118207.47000000,118522.22000000,2346.37900000,1754999999999,278386557.94518650,313590,1302.79783000,154614971.11551760
1755000000000,2025-08-12 12:00:00,118522.22000000,119960.00000000,118285.00000000,119933.00000000,4914.05441000,1755014399999,585444041.27978050,916587,2630.84115000,313496129.45013710
1755014400000,2025-08-12 16:00:00,119933.00000000,120192.10000000,119172.62000000,119665.27000000,2309.07117000,1755028799999,276328760.25884310,537021,1187.53513000,142136568.06655550
1755028800000,2025-08-12 20:00:00,119665.27000000,120324.43000000,119485.84000000,120134.08000000,2120.58510000,1755043199999,254477655.98919700,385177,1208.22895000,144990604.08090950
1755043200000,2025-08-13 00:00:00,120134.09000000,120192.10000000,119094.28000000,119482.01000000,2361.00135000,1755057599999,282270802.47443370,373931,993.87621000,118817933.77903870
1755057600000,2025-08-13 04:00:00,119482.01000000,119820.18000000,118920.92000000,119580.40000000,2324.10298000,1755071999999,277456148.01295650,346612,1164.99875000,139112413.80885710
1755072000000,2025-08-13 08:00:00,119580.40000000,120732.94000000,119446.22000000,120570.41000000,3213.18528000,1755086399999,386212646.90826060,414155,1742.78544000,209457283.68930130
1755086400000,2025-08-13 12:00:00,120570.41000000,122200.00000000,120106.02000000,120920.62000000,7228.67197000,1755100799999,876073760.93010120,1223418,3448.06635000,417943044.85693230
1755100800000,2025-08-13 16:00:00,120920.61000000,122839.47000000,120920.61000000,122744.21000000,4167.90157000,1755115199999,508080168.05941110,716576,2589.17326000,315617346.50495580
1755115200000,2025-08-13 20:00:00,122744.22000000,123667.79000000,122298.20000000,123306.43000000,3915.20787000,1755129599999,481487822.00229430,638125,1992.36824000,245097965.40922940
1755129600000,2025-08-14 00:00:00,123306.44000000,124474.00000000,123250.50000000,123337.14000000,3481.67631600,1755143999999,430716617.87809690,617531,1608.17731600,198973024.48032700
1755144000000,2025-08-14 04:00:00,123337.14000000,123428.60000000,121313.86000000,121725.31000000,3755.65744000,1755158399999,458788510.16118820,539320,1768.22072000,215899266.56434690
1755158400000,2025-08-14 08:00:00,121725.31000000,122045.90000000,120694.00000000,120949.67000000,3456.28874000,1755172799999,419594475.26750270,441000,1710.19796000,207713575.62730400
1755172800000,2025-08-14 12:00:00,120949.66000000,121183.06000000,117632.00000000,118257.25000000,11617.06761000,1755187199999,1381540969.81337900,1687597,5493.20366000,653319261.60213050
1755187200000,2025-08-14 16:00:00,118257.26000000,118535.00000000,117180.00000000,117945.92000000,3545.40524000,1755201599999,417837878.03212400,703952,1709.97434000,201572968.09206640
1755201600000,2025-08-14 20:00:00,117945.92000000,118516.81000000,117302.33000000,118295.09000000,2124.85224000,1755215999999,250649939.95623300,361049,1112.30448000,131241488.50355880
1755216000000,2025-08-15 00:00:00,118295.09000000,119077.71000000,118032.32000000,118968.91000000,1883.55436000,1755230399999,223413129.69180380,427333,862.49336000,102299646.53472930
1755230400000,2025-08-15 04:00:00,118968.91000000,119216.82000000,118629.58000000,118956.45000000,1732.90691000,1755244799999,206149632.50697560,314291,769.91399000,91583236.49876010
1755244800000,2025-08-15 08:00:00,118956.45000000,119144.50000000,118600.00000000,119006.01000000,1129.82607000,1755259199999,134389731.26065360,277559,554.91425000,66017792.30555360
1755259200000,2025-08-15 12:00:00,119006.01000000,119130.77000000,116827.29000000,117275.22000000,5128.89360000,1755273599999,604073837.83902830,1056138,2121.84638000,249971034.61203400
1755273600000,2025-08-15 16:00:00,117275.23000000,117882.35000000,116803.99000000,116936.27000000,2393.46089000,1755287999999,280682572.64475020,597487,1156.02326000,135609226.00175510
1755288000000,2025-08-15 20:00:00,116936.28000000,117761.88000000,116862.50000000,117342.05000000,1354.69691000,1755302399999,158900425.74188960,222208,676.22584000,79318699.86441460
1755302400000,2025-08-16 00:00:00,117342.04000000,117898.99000000,117231.14000000,117429.63000000,1420.52550000,1755316799999,167039941.70739580,275371,694.26476000,81634732.56507140
1755316800000,2025-08-16 04:00:00,117429.63000000,117884.00000000,117278.00000000,117596.07000000,925.25596000,1755331199999,108775709.73159160,203205,487.86019000,57355488.27601250
1755331200000,2025-08-16 08:00:00,117596.07000000,117703.92000000,117143.98000000,117378.52000000,1206.04130000,1755345599999,141632924.33217130,223925,555.80229000,65262409.11239150
1755345600000,2025-08-16 12:00:00,117378.52000000,117825.00000000,117327.63000000,117676.70000000,1191.50027000,1755359999999,140188940.06324620,209982,581.96097000,68475509.59156970
1755360000000,2025-08-16 16:00:00,117676.70000000,117817.65000000,117629.94000000,117672.12000000,817.42683000,1755374399999,96233958.53678290,121434,386.26416000,45473516.04058040
1755374400000,2025-08-16 20:00:00,117672.13000000,117713.51000000,117219.34000000,117380.66000000,832.93131000,1755388799999,97847917.40117600,145925,289.07628000,33957125.51082960
1755388800000,2025-08-17 00:00:00,117380.66000000,117771.37000000,117172.21000000,117684.95000000,770.53091000,1755403199999,90497907.75013060,177443,366.14855000,43006974.08611990
1755403200000,2025-08-17 04:00:00,117684.96000000,118230.82000000,117684.95000000,118005.98000000,1109.68335000,1755417599999,130931507.91083150,177443,590.28392000,69648555.70073640
1755417600000,2025-08-17 08:00:00,118005.98000000,118484.00000000,117922.00000000,118308.01000000,1007.67549000,1755431999999,119183257.33457440,197461,550.06661000,65051754.07597330
1755432000000,2025-08-17 12:00:00,118308.00000000,118575.00000000,118059.12000000,118246.16000000,974.27271000,1755446399999,115208961.89534390,178505,420.11469000,49689616.72569290
1755446400000,2025-08-17 16:00:00,118246.15000000,118316.01000000,117321.53000000,117570.07000000,1326.17558000,1755460799999,156204693.65765280,270938,570.31811000,67171534.11733170
1755460800000,2025-08-17 20:00:00,117570.07000000,117995.37000000,117371.65000000,117405.01000000,710.30388000,1755475199999,83602869.35527410,175773,307.79925000,36231013.38451120
1755475200000,2025-08-18 00:00:00,117405.01000000,117543.75000000,115000.00000000,115319.00000000,5801.42298000,1755489599999,673780931.17651780,973728,2456.39552000,285283810.78122810
1755489600000,2025-08-18 04:00:00,115319.00000000,115712.49000000,114878.71000000,115205.98000000,3433.42415000,1755503999999,395866077.87857660,570851,1405.82751000,162118689.09352320
1755504000000,2025-08-18 08:00:00,115205.99000000,115402.51000000,114640.14000000,114947.27000000,2793.98984000,1755518399999,321376818.73935550,485363,1159.25007000,133348030.77238320
1755518400000,2025-08-18 12:00:00,114947.27000000,116186.97000000,114825.00000000,116145.34000000,2772.17945000,1755532799999,319990073.13056000,650916,1456.17184000,168133589.66489520
1755532800000,2025-08-18 16:00:00,116145.34000000,116800.00000000,115818.86000000,116313.99000000,1731.37273000,1755547199999,201448268.70422980,418825,715.63515000,83277668.62901580
1755547200000,2025-08-18 20:00:00,116314.00000000,116980.00000000,115980.32000000,116227.05000000,1213.55039000,1755561599999,141351915.84253780,246597,454.42658000,52947190.54770300
1755561600000,2025-08-19 00:00:00,116227.05000000,116725.69000000,114787.23000000,114810.00000000,2390.89748000,1755575999999,276523497.66327090,629615,974.28091000,112696255.70555230
1755576000000,2025-08-19 04:00:00,114810.01000000,115483.24000000,114366.00000000,114978.14000000,2499.12321000,1755590399999,287170834.57208710,563407,1161.24152000,133455731.77954870
1755590400000,2025-08-19 08:00:00,114978.15000000,115650.00000000,114804.00000000,115508.71000000,1471.04277000,1755604799999,169605923.13183090,298029,843.37696000,97223158.10172680
1755604800000,2025-08-19 12:00:00,115508.71000000,115875.84000000,113587.68000000,113786.38000000,5294.46316000,1755619199999,605597290.21785770,857149,2543.82655000,291010341.64676160
1755619200000,2025-08-19 16:00:00,113786.39000000,113897.58000000,112767.06000000,113132.48000000,3784.35052000,1755633599999,428905575.20465540,591076,2018.11062000,228747669.66903240
1755633600000,2025-08-19 20:00:00,113132.49000000,113589.48000000,112732.58000000,112872.94000000,2625.59710000,1755647999999,297207775.06876440,351906,1068.57714000,120960388.69180030
1755648000000,2025-08-20 00:00:00,112872.95000000,113636.13000000,112566.01000000,113525.91000000,3116.70576000,1755662399999,352631514.87738570,510162,1164.01315000,131714471.25126240
1755662400000,2025-08-20 04:00:00,113525.90000000,113837.93000000,113432.00000000,113490.13000000,1367.41482000,1755676799999,155379967.26592940,226386,683.43432000,77663127.05745590
1755676800000,2025-08-20 08:00:00,113490.14000000,114016.77000000,113060.08000000,113666.68000000,2352.50644000,1755691199999,267518086.25844220,377977,1066.60404000,121301550.14080420
1755691200000,2025-08-20 12:00:00,113666.69000000,114326.35000000,112380.00000000,113353.94000000,4605.43198000,1755705599999,522278044.57226530,980643,2123.07459000,240877531.68571480
1755705600000,2025-08-20 16:00:00,113353.94000000,114444.00000000,113264.01000000,114276.66000000,2624.00614000,1755719999999,298829017.13062470,634049,1342.66385000,152899931.09307650
1755720000000,2025-08-20 20:00:00,114276.66000000,114615.38000000,114000.00000000,114271.24000000,1570.27680000,1755734399999,179512936.02012630,269153,829.79580000,94874358.98754810
1755734400000,2025-08-21 00:00:00,114271.23000000,114821.76000000,113906.01000000,113954.62000000,1626.72781000,1755748799999,185841315.90159620,376353,808.20883000,92356069.79020040
1755748800000,2025-08-21 04:00:00,113954.62000000,114033.84000000,113582.43000000,113896.03000000,1612.36321000,1755763199999,183481882.07337650,278315,870.46157000,99045269.10060130
1755763200000,2025-08-21 08:00:00,113896.03000000,113990.00000000,113000.00000000,113148.66000000,1509.65106000,1755777599999,171287136.95961630,338663,634.87235000,72052473.70516610
1755777600000,2025-08-21 12:00:00,113148.65000000,113995.11000000,112608.64000000,112792.08000000,2521.11028000,1755791999999,285394179.23457840,562395,1189.66013000,134689675.90509470
1755792000000,2025-08-21 16:00:00,112792.08000000,112969.47000000,112015.67000000,112193.71000000,2468.80417000,1755806399999,277549685.11226940,499262,1258.41931000,141481694.24451910
1755806400000,2025-08-21 20:00:00,112193.71000000,112870.94000000,112067.46000000,112500.00000000,1101.03582000,1755820799999,123819589.33412610,302392,584.85788000,65775158.70891120
1755820800000,2025-08-22 00:00:00,112500.00000000,113525.00000000,112335.60000000,112929.24000000,1610.19525000,1755835199999,182026286.43214790,367861,995.49538000,112552643.57663110
1755835200000,2025-08-22 04:00:00,112929.24000000,113394.76000000,112708.81000000,113094.83000000,1656.25720000,1755849599999,187332321.37900830,331580,887.04271000,100334516.09173060
1755849600000,2025-08-22 08:00:00,113094.83000000,113319.30000000,112177.27000000,112320.00000000,1932.43574000,1755863999999,217921342.75416910,317304,924.65796000,104288496.33898460
1755864000000,2025-08-22 12:00:00,112320.01000000,117296.12000000,111684.79000000,116370.75000000,11505.26127000,1755878399999,1319396835.13821840,1584774,6041.80772000,693092581.05100730
1755878400000,2025-08-22 16:00:00,116370.75000000,117429.05000000,116116.00000000,116655.79000000,4307.94644000,1755892799999,502648352.26454390,577064,2128.81326000,248441571.90658640
